source,nickname,date,title,text,prediction,FALSE,TRUE,KMeans=2,KMeans=3,KMeans=4,KMeans=5,KMeans=6,KMeans=7,KMeans=8,KMeans=9,KMeans=10,href
twitter,mu__mingming,2022-11-27 18:19:48+00:00,,#벨밍_2022_웃는남자 https://t.co/ZcWxl8SJuX,1,0.000563964,0.99943596,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596931813972520960
twitter,4321AR_,2022-11-27 16:15:40+00:00,,"- 8월 (2)
웃는남자 보러가기..
휴스턴콘 라이브뷰잉 보기..
또 푸파찍기..
트친웅니들 만나기..
칭구 공연보러가서 울기.. https://t.co/PalVVmVT1M",1,0.000525124,0.99947494,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596900575631015937
twitter,kkang_______,2022-11-27 16:15:14+00:00,,"RT @ent_lighthouse: [#오늘의더프로] 뮤지컬 &lt;웃는남자&gt; 개봉기념 무대인사

배우의 표정과 호흡을 생생하게 즐길 수 있는 기회!
2020년 1월에 다시 돌아올 뮤지컬 &lt;웃는남자&gt;도 많이 기대해 주세요.🖐

#배우 #PARKKANGHY…",1,0.000524627,0.9994754,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596900463194275841
twitter,gkarur07,2022-11-27 15:06:59+00:00,,"수호 https://t.co/D3gruoFfhg
뮤지컬 https://t.co/y5l597cD7R
웃는남자 https://t.co/w721vocrJg
고화질 https://t.co/Zwxjj3dTt8

엑소… https://t.co/Kikvd90uxF",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596883290291523585
twitter,syupoppawo,2022-11-27 14:40:54+00:00,,"RT @lightmydear_pic: 181103 웃는남자 퇴근길 박강현 배우님

머리 뿅~ https://t.co/ANcYQLJDoL",1,0.000561851,0.9994381,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596876724310282243
twitter,just_1_spoon,2022-11-27 14:38:46+00:00,,루시퍼씨 나름잘웃는남자라고생각하는데 다정상냥파파스마일이 아니라 히죽....크크큭....굉장히.아플거라고?베르제바부...(웃음),0,0.9333963,0.06660374,1,2,2,3,5,2,7,6,2,https://twitter.com/twitter/status/1596876187435175936
twitter,DDugeun,2022-11-27 13:26:03+00:00,,"RT @JONGGU1129: 뮤지컬 ᴍᴅ 양도

뮤지컬 모래시계 초연프로그램북 (0.9)
뮤지컬 모래시계 재연 프로그램북 (0.9)
뮤지컬 빅피쉬 초연 프로그램북 (0.8)
뮤지컬 웃는남자 재연 프로그램북 (1.0)
뮤지컬 데스노트 삼연 프로그램북…",0,0.9991672,0.000832853,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596857889750417408
twitter,JHyeonglover,2022-11-27 08:57:57+00:00,,"@CHJJN_12 맞아요 여전히 제 최애 뮤지컬이에요 ㅠㅠ
그리고 이퀄때 종형이 표정연기보니까
짬빠 좀 쌓이면 제 차애 뮤지컬인 웃는남자...존버합니다",1,0.000604813,0.99939513,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596790420369211392
twitter,d_v3cz,2022-11-27 08:51:38+00:00,,"엑소 핀버튼 캔뱃지 손거울 일괄 0.4 양도
All for 0.4 sell dm plz

첸백시 디오 경수 아찬이 아큐이 백현 찬열 시우민 민석 수호 준면 웃는남자 면윈플렌 팬아트 포카 포토카드 배배 EXO… https://t.co/68uUJpaLyp",0,0.9991954,0.000804648,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596788831088685057
twitter,gkarur07,2022-11-27 08:32:42+00:00,,"수호 선물
수호 토끼왕자
수호 토끼백성
수호 디너
수호 커튼
수호 실례해도 될까요
수호 웃는남자

수호 리치맨
수호 우주의 별이
수호 여중생A
수호 글로리데이
수호 지나갈테니
수호 하이컷
수호 인터뷰
수호… https://t.co/tiZd9few4D",1,0.000768416,0.9992316,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1596784065516294144
twitter,noa960530,2022-11-27 04:03:10+00:00,,"공연장에서 웃는남자 ㅡ 그눈을떠 완벽하게 
부른다면 무슨느낌일까 ㄷㄷ
한번 꿈을 크게 가져보지",1,0.000525062,0.99947494,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596716235798253570
twitter,18_kkangchaei,2022-11-27 02:58:28+00:00,,"RT @ETP_1981: 연뮤 뮤지컬 MD 양도 구해요

- 프로그램북
16 인더하이츠 2차
17 나쁜자석
17 이블데드
17 광화문연가
18 엘리자벳 2차
19 마리앙투아네트 스페셜

-기타
18 웃는남자 포토북
19 마리앙투아네트 엽서, 렌티큘러…",1,0.000575073,0.99942493,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596699952365064192
twitter,gkarur07,2022-11-27 02:21:38+00:00,,"수호 https://t.co/D3gruoFfhg
뮤지컬 https://t.co/y5l597cD7R
웃는남자 https://t.co/w721vocrJg
고화질 https://t.co/Zwxjj3dTt8

엑소… https://t.co/k2S1UYwDfz",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596690682923470848
twitter,gkarur07,2022-11-27 02:21:37+00:00,,"수호 https://t.co/D3gruoXovo
뮤지컬 https://t.co/y5l597uMlZ
웃는남자 https://t.co/w721vouAXo
고화질 https://t.co/Zwxjj3w2Hg

엑소… https://t.co/A6V97tPqP4",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596690677337051136
twitter,jingoja,2022-11-26 23:07:49+00:00,,"당리타투
수원미디어
국립공원스탬프투어
오늘의운동
웃는남자
자극이되는길 https://t.co/xIyBKpjFiF",1,0.000524465,0.99947554,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596641905613606912
twitter,gkarur07,2022-11-26 19:51:34+00:00,,"수호 선물
수호 토끼왕자
수호 토끼백성
수호 디너
수호 커튼
수호 실례해도 될까요
수호 웃는남자

수호 리치맨
수호 우주의 별이
수호 여중생A
수호 글로리데이
수호 지나갈테니
수호 하이컷
수호 인터뷰
수호… https://t.co/npuc9IS0KP",1,0.000768416,0.9992316,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1596592518275411971
twitter,eunsical,2022-11-26 18:05:21+00:00,,"#2022연말정산
1월 프랑켄
2월 프랑켄 지앤하
3월 지앤하
4월 지앤하
5월 지앤하
6월 웃는남자
7월 웃는남자 
8월 웃는남자 
9월 엘리자벳
10월 엘리자벳
11월 엘리자벳
12월 엘리자벳 지방공 

진짜 열일하심,,,, 은박태씨도 나도",1,0.000522951,0.9994771,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596565788382859269
twitter,sssogeumi,2022-11-26 17:38:40+00:00,,RT @94_charim_: 혼자딴데보고웃는남자누가이렇게귀여우래 https://t.co/Yd2WYuuJ4w,1,0.000583201,0.9994168,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596559075231207425
twitter,kalibkalibb,2022-11-26 16:58:54+00:00,,"RT @eunsical: 220722 웃는남자 커튼콜데이

그윈플렌 #박은태 배우님
우르수스 #민영기 배우님
데아 #이수빈 배우님

아버지와 똥강아지들 https://t.co/hOpOBzLK3I",1,0.00053578,0.9994642,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596549064459706370
twitter,ang_janim,2022-11-26 16:48:54+00:00,,+메이사 +웃는남자 +서편제 https://t.co/RdgqudrL7G,1,0.000582972,0.99941707,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596546550184153088
twitter,zaninhan_world,2022-11-26 16:20:37+00:00,,@im_your_pappa 우리 모두 그와 춤을 추었지~ 웃는남자~,1,0.000598789,0.9994012,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596539430588018688
twitter,samil665,2022-11-26 16:02:59+00:00,,"@jesso_1106 

Q. 박은태를 알게 된 극은? (관극유무X)
 1. 지킬앤하이드
 2. 킹키부츠
 3. 웃는남자",1,0.013010004,0.98699003,0,1,0,4,2,4,6,5,3,https://twitter.com/twitter/status/1596534992775307264
twitter,monsamaeg,2022-11-26 13:39:50+00:00,,산독기뭔지모르면서웃는남자1위 https://t.co/zJ2eD9kHvl,1,0.010375548,0.98962444,0,1,0,4,2,4,6,5,3,https://twitter.com/twitter/status/1596498969575948290
twitter,gkarur07,2022-11-26 13:32:44+00:00,,"수호 https://t.co/D3gruoXovo
뮤지컬 https://t.co/y5l597uMlZ
웃는남자 https://t.co/w721vouAXo
고화질 https://t.co/Zwxjj3w2Hg

엑소… https://t.co/LVIkkUEk8G",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596497181263155201
twitter,love_gangaazi,2022-11-26 12:46:36+00:00,,"아니 박문대 연기 배우는 중이잖아..
나중에 다시 복귀했을 때 뮤지컬 도전 해줬음 좋겠음
박문대가 웃는남자 주인공 해주면 나 진짜 미칠 듯 ㄹㅇ",1,0.00054707,0.9994529,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596485571341594624
twitter,c8oaaAFBDlEPkHY,2022-11-26 12:24:49+00:00,,"RT @withyourmusic: 🌟연극 뮤지컬 연뮤 MD 엠디 양도

프로그램북 플북 뱃지 키링 마그넷 OST 오슷

마리퀴리 세종1446 해적 일리아드 유진과유진 마마돈크라이 비틀쥬스 시카고 레베카 웃는남자 아이다 적벽 마타하리 프랑켄슈타인 마리…",1,0.002483219,0.99751675,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1596480092209041410
twitter,jung_0889,2022-11-26 11:54:33+00:00,,"#이곡동맛집
웃는남자 
펨돔 https://t.co/YoTUoEJ2nY",1,0.000645261,0.9993548,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1596472473981431808
twitter,locker_thatside,2022-11-26 11:34:35+00:00,,"RT @walla_2525: 아 개웃겨
웃는남자 그 우르.우루. 어쩌구 이름 기억못하는거 국룰이냐고요
나도 뮤지컬보고와서 우루루루 우르롹끼 이지랄함 아직도 이름 모름",0,0.99920243,0.000797533,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596467450702622721
twitter,walla_2525,2022-11-26 11:33:53+00:00,,"아 개웃겨
웃는남자 그 우르.우루. 어쩌구 이름 기억못하는거 국룰이냐고요
나도 뮤지컬보고와서 우루루루 우르롹끼 이지랄함 아직도 이름 모름",0,0.99920243,0.000797533,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596467275162603520
twitter,0606230300_DR,2022-11-26 11:21:08+00:00,,"RT @drforever_: 근데 유독 어떤사람이 눈에띄네 
마지막에 대형 이탈해서 허리접어가며 웃는남자 말이야https://t.co/EhVef8aVwF",1,0.000719123,0.99928087,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1596464063219105792
twitter,jaezzangg_1206,2022-11-26 10:40:30+00:00,,입가리면서 웃는남자 호감 #재찬 https://t.co/s9flECDDYE,1,0.000570999,0.9994289,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596453839812448257
twitter,94_charim_,2022-11-26 09:59:31+00:00,,혼자딴데보고웃는남자누가이렇게귀여우래 https://t.co/Yd2WYuuJ4w,1,0.000583201,0.9994168,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596443525608267777
twitter,drforever_,2022-11-26 09:37:52+00:00,,"근데 유독 어떤사람이 눈에띄네 
마지막에 대형 이탈해서 허리접어가며 웃는남자 말이야https://t.co/EhVef8aVwF",1,0.000719123,0.99928087,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1596438076942782464
twitter,_MH_YO,2022-11-26 09:24:09+00:00,,"엑소 비욘드 엠디 포카 양도

탈덕해서 빠르게 처분합니다

일괄 7.0

- 즉입
- 하자예민X, 미개봉 하자 책임X
- 어떤 이유든 환불X
- 배송비 별도

exo 백현 티르티르 딜라이트 캔디 밤비 돈파필… https://t.co/daFCd601aT",0,0.9991466,0.00085337,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596434626687696896
twitter,ETP_1981,2022-11-26 08:15:26+00:00,,"연뮤 뮤지컬 MD 양도 구해요

- 프로그램북
16 인더하이츠 2차
17 나쁜자석
17 이블데드
17 광화문연가
18 엘리자벳 2차
19 마리앙투아네트 스페셜

-기타
18 웃는남자 포토북
19 마리앙투아네… https://t.co/eYcmoX2qTn",1,0.000548781,0.9994512,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596417332393279488
twitter,songsoojin10,2022-11-26 08:03:16+00:00,,"영암군
대설산
봄인가여름인가
헬븐넷트위터
레전드
웃는남자
방패치기
슈링클스
춘천맘
2019jtbc서울마라톤 https://t.co/AzhjneoPNQ",1,0.002017413,0.9979826,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1596414271143186437
twitter,zzilzzoo,2022-11-26 06:57:22+00:00,,"파랑
아스모디코리아
안양다방
웃는남자
제주커플여행
키크는법 https://t.co/smkbR02UYi",1,0.000637357,0.99936265,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1596397686886125568
twitter,withyourmusic,2022-11-26 06:50:17+00:00,,"🌟연극 뮤지컬 연뮤 MD 엠디 양도

프로그램북 플북 뱃지 키링 마그넷 OST 오슷

마리퀴리 세종1446 해적 일리아드 유진과유진 마마돈크라이 비틀쥬스 시카고 레베카 웃는남자 아이다 적벽 마타하리 프랑켄슈… https://t.co/2qLMb83yKf",1,0.003110802,0.9968892,0,1,0,2,3,3,0,5,3,https://twitter.com/twitter/status/1596395904483098625
twitter,gkarur07,2022-11-26 06:32:42+00:00,,"수호 선물
수호 토끼왕자
수호 토끼백성
수호 디너
수호 커튼
수호 실례해도 될까요
수호 웃는남자

수호 리치맨
수호 우주의 별이
수호 여중생A
수호 글로리데이
수호 지나갈테니
수호 하이컷
수호 인터뷰
수호… https://t.co/CnrlD1pPZb",1,0.000768416,0.9992316,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1596391477160349696
twitter,dal_mumu,2022-11-26 04:24:25+00:00,,"연뮤 엠디 일괄 판매

21 어쩌면 해피엔딩 LP 노트 (개봉 및 미사용) 2.5
22 웃는남자 피날레 뱃지 (미개봉) 0.9
22 리지 도끼 뱃지 (미개봉) 0.8

일괄 택포 3.5
일괄 판매만 합니다.",0,0.99919087,0.000809083,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596359193367220224
twitter,starship_81,2022-11-26 03:34:14+00:00,,웃는남자는 진짜.. 넘버 서사 다 도랐음,1,0.00241306,0.99758697,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1596346566557970432
twitter,cHKSzuzKTVFRChv,2022-11-26 03:06:22+00:00,,RT @musical_autumn: 웃는남자에는 안 그랬지 남배 주연작이고 남배들이 잘 갔으니 근데 엘리는? 엘리가 주연임에도 토드 루돌프가 훨씬 많아 참 한심해. 임금체불 기사? 그건 이거랑 엮지 않아도 내달라고 할 수 있어 왜 여기에 시비야 마리…,0,0.9989096,0.00109045,1,0,1,1,4,1,1,1,0,https://twitter.com/twitter/status/1596339551714578434
twitter,MINSU_Exknights,2022-11-26 00:52:37+00:00,,"나도 한달용돈 200이였으면
데노도 봣고 킹키부츠도 봣고 엘리자벳도봣고 웃는남자 빨래 지킬앤하이드 다봤겠지..?
그냥웃기다",0,0.9985684,0.001431527,1,0,1,1,1,6,1,1,0,https://twitter.com/twitter/status/1596305892328472576
twitter,gkarur07,2022-11-26 00:21:34+00:00,,"수호 https://t.co/D3gruoXovo
뮤지컬 https://t.co/y5l597uMlZ
웃는남자 https://t.co/w721vouAXo
고화질 https://t.co/Zwxjj3w2Hg

엑소… https://t.co/NK7j9lywML",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596298078335950849
twitter,JONGGU1129,2022-11-25 19:03:52+00:00,,"뮤웃는남자 재연 플북 양도 완
뮤래시계 초연 플북 양도 불가.",0,0.99921286,0.000787096,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596218125858795520
twitter,stevejs78,2022-11-25 18:12:15+00:00,,"양재천카페
클리자위
공연기획
룸싸롱
경리단길건도런
2022웃는남자 https://t.co/B7G7NYk8bc",1,0.000558484,0.99944144,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596205138926252033
twitter,gkarur07,2022-11-25 17:51:37+00:00,,"수호 선물
수호 토끼왕자
수호 토끼백성
수호 디너
수호 커튼
수호 실례해도 될까요
수호 웃는남자

수호 리치맨
수호 우주의 별이
수호 여중생A
수호 글로리데이
수호 지나갈테니
수호 하이컷
수호 인터뷰
수호… https://t.co/nSI68XiyZy",1,0.000768416,0.9992316,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1596199946201419776
twitter,dbswnh103,2022-11-25 16:16:02+00:00,,"로열젤리
인스타포토
도치돌알파카목장
캠핑이즈
의령군카센터
웃는남자 https://t.co/IasHgvD82o",1,0.001102392,0.99889755,0,1,3,2,3,5,5,8,5,https://twitter.com/twitter/status/1596175891268505602
twitter,holy9697_2,2022-11-25 15:46:57+00:00,,"@Ho_Ho_08 저도 작업실 갖고 싶어요ㅠㅁㅠ 사실 지금도 뭐..작업실에서 잠만 자는 느낌이긴 하지만😂 
웃는남자가 우리가 흔히 아는 조커의 대장격이라고 보시면 돼요~ 롤모델이라고 해야하나🤔 초반엔 좀..😇 그렇지만 한번 읽어보시는걸 추천합니다😆",1,0.000523438,0.9994766,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596168570572267522
twitter,holy9697_2,2022-11-25 15:26:23+00:00,,"@Ho_Ho_08 ㅋㅋㅋㅋㅋ작업중엔 사실 치우는게 무의미하지 않으세요? 치우고 돌아서면 지저분해지는데🤔 그래서 책상 위만 치우게 되더라구요..😇 
전 안가리고 이것저것 다 읽는데 소설 좋아해요 최근엔 웃는남… https://t.co/8TlI9clEY1",1,0.000840329,0.9991597,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1596163396009099267
twitter,SSUN_127__,2022-11-25 13:39:16+00:00,,"배두운이 불러줬으면 하는 넘버 

1.너의 꿈 속에서-프랑켄슈타인
2.발길을 뗄 수 없으면-베르테르
3.우리는-베르테르
4.나무 위의 천사-웃는남자
5.사랑이란-어쩌면 해피엔딩
6.나는 나는 음악-모차르트
7.알 수 없는 그곳으로-더 라스트 키스",1,0.000527471,0.99947256,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596136439628324864
twitter,cHKSzuzKTVFRChv,2022-11-25 12:38:58+00:00,,"RT @Mfranken17: #웃는남자

나위천 가사 넘 달콤.. https://t.co/ZZ8RxjSC63",1,0.000532321,0.9994677,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596121265219440640
twitter,KDeobogi,2022-11-25 11:50:14+00:00,,"RT @DongHanKim0703: 남의 계좌도 도용해서 쓰는 ❌장훈❌
피해자가 30명이 넘고 피해금액도 600만원이 넘는대요 
조심하세요
세븐틴인형 거래 웃는남자 셒구상사티켓 등등 여러가지로 사기치더라구요
조심하세요🙏 https://t.co/okP…",0,0.99920636,0.000793688,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596109000713854979
twitter,gkarur07,2022-11-25 11:32:42+00:00,,"수호 https://t.co/D3gruoWQFQ
뮤지컬 https://t.co/y5l597uewr
웃는남자 https://t.co/w721vou37Q
고화질 https://t.co/Zwxjj3vuRI

엑소… https://t.co/BkWUsxLiND",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596104588137996289
twitter,kkangshu,2022-11-25 10:47:13+00:00,,3. 웃는남자...그렇게 광화문 사연녀가 되었었음,1,0.000543983,0.999456,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1596093141748441090
twitter,NSWHcTYLFQPT9i1,2022-11-25 09:49:38+00:00,,"RT @KjjumO: 키스(하는척하는)신찍을때
이렇게무해하게웃는남자멍미..
고소합니다 https://t.co/F7FVYoyyVP",0,0.99920505,0.000794978,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596078648679075841
twitter,dlapwnrfkso,2022-11-25 09:24:22+00:00,,"2022 웃는남자 프로그램북 양도 

1.0

한쪽 모서리 뭐 묻은 거 빼곤 하자 없어요 구매하시면 웃는남자 리플렛도 같이 드려요

+반택 0.2
  우체국 택배 0.4 https://t.co/NJBCH2IlOk",1,0.007472057,0.99252796,0,1,0,4,2,4,6,5,3,https://twitter.com/twitter/status/1596072292672737281
twitter,leesy7192,2022-11-25 08:39:36+00:00,,"웃는남자
사고차
부안용역
화과자수업
안효섭2018
줄서는거싫어 https://t.co/xUNBlB5SWC",0,0.9992167,0.000783345,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1596061023488061440
twitter,gkarur07,2022-11-25 05:06:56+00:00,,"수호 선물
수호 토끼왕자
수호 토끼백성
수호 디너
수호 커튼
수호 실례해도 될까요
수호 웃는남자

수호 리치맨
수호 우주의 별이
수호 여중생A
수호 글로리데이
수호 지나갈테니
수호 하이컷
수호 인터뷰
수호… https://t.co/66uQVp3Pft",1,0.000768416,0.9992316,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1596007507654152193
twitter,Dreamlike_RHS,2022-11-25 03:57:44+00:00,,"지금 탐내고있는거...
서부전선이상없다
웃는남자
광장
오페라의유령...",1,0.000888275,0.9991117,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1595990092145135616
twitter,back2pipedream,2022-11-25 02:52:13+00:00,,"지 소울메이트 상관님이전투기훔쳐서시뮬래이션달리는거보고줫내심각한데 그옆에서 웃는남자.가
일류다. 

 https://t.co/dZnlz4lLVq",1,0.000658889,0.9993411,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1595973601861083136
twitter,musicalistisme,2022-11-25 02:09:36+00:00,,"08 2022 최애 극
웃는남자......",1,0.000744294,0.9992557,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1595962878066012160
twitter,Fall_in_L_,2022-11-25 01:31:45+00:00,,"공연 페스티벌 뮤지컬 너무 좋아 ㅠㅠㅠㅠ 
6월 파크뮤직페스티벌
7월 웃는남자
9월 랩비트 페스티벌
10월 슬라슬라
내년에는 더 가야지!
베토벤 보러 가게 해주세요 ㅠㅠㅠ",1,0.000523135,0.99947685,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595953355448545280
twitter,gkarur07,2022-11-24 22:51:34+00:00,,"수호 https://t.co/D3gruoXovo
뮤지컬 https://t.co/y5l597uMlZ
웃는남자 https://t.co/w721vouAXo
고화질 https://t.co/Zwxjj3w2Hg

엑소… https://t.co/JLngbAtWEp",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595913041367175168
twitter,mymusicallife_,2022-11-24 17:09:25+00:00,,"물랑 물랑루즈 리플렛 교환 구합니다 !

저 : (아이비, 김지우) 배우님 , 물랑 일반 리플렛

😇: 홍광호 배우님 3차 , 데스노트 야광 , 드라큘라 , 웃는남자 , 홍광호 김준수 배우님 필모 리플렛 (… https://t.co/UNHPfUBdLi",0,0.9827716,0.017228385,1,2,2,3,5,2,4,4,2,https://twitter.com/twitter/status/1595826938932736002
twitter,whddl9261,2022-11-24 16:32:48+00:00,,"프로필
포항꽃집꽃마당
나의하나님
서산사우나
2022웃는남자 https://t.co/kwdfAUs8H8",1,0.000545008,0.99945503,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595817720389718016
twitter,gkarur07,2022-11-24 16:21:31+00:00,,"수호 선물
수호 토끼왕자
수호 토끼백성
수호 디너
수호 커튼
수호 실례해도 될까요
수호 웃는남자

수호 리치맨
수호 우주의 별이
수호 여중생A
수호 글로리데이
수호 지나갈테니
수호 하이컷
수호 인터뷰
수호… https://t.co/QWb5VFdXuB",1,0.000768416,0.9992316,0,1,3,2,3,5,5,0,1,https://twitter.com/twitter/status/1595814883064680448
twitter,YIBBOZHAN,2022-11-24 16:20:47+00:00,,RT @ziandidi: 샤오잔 진짜 은근 쉽지않은사장님같음 근데 또 귀여울땐 귀여운 사장님.. 운동했어? 시원한 대답안나오니까 나올때까지 응? 응? 레전드기쎈남자지만 또 직원들 카메라앞에서 바부표정하며 웃는남자 https://t.co/TT69COo…,1,0.000686639,0.99931335,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1595814696938266624
twitter,09jyossi,2022-11-24 16:15:17+00:00,,@zaninhan_world 웃는남자 사랑하는 건요 아부지?,1,0.00058949,0.9994105,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595813315384872960
twitter,0ne_Gyeol,2022-11-24 16:07:14+00:00,,"분명히 내가 봤던 게 있는데
웃는남자 그눈을떠 5인 영상 아시는 분...
긍배우님 하시기 전에 2021년에 봤던 영상이라서 
그분은 없으셨던거같고...
역대 그윈플렌 5인 파트별로 편집해놓은
그런 영상... 분명히 봤었는데...
아시는분은 제보좀...",1,0.000608774,0.9993912,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595811286574563329
twitter,holdonyoubreath,2022-11-24 14:33:50+00:00,,@dongbaksa 진짜어이업ㅂ어요 오늘 웃는남자로만 그의 경기 마감…,0,0.99922204,0.000777985,1,0,1,1,4,1,3,2,4,https://twitter.com/twitter/status/1595787782366334979
twitter,2zzuewgur1,2022-11-24 12:45:12+00:00,,"웃는남자 대본집 양도 받고 싶다….
소설도 그렇고 너무 디자인들이 내 취향..",1,0.001092833,0.9989072,0,1,3,2,3,5,5,8,5,https://twitter.com/twitter/status/1595760445906128896
twitter,gkarur07,2022-11-24 10:06:55+00:00,,"수호 https://t.co/D3gruoFfhg
뮤지컬 https://t.co/y5l597cD7R
웃는남자 https://t.co/w721vocrJg
고화질 https://t.co/Zwxjj3dTt8

엑소… https://t.co/WECgNVIIeS",1,0.000557816,0.99944216,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595720611388538880
twitter,PassMeThatSalt,2022-11-24 09:47:21+00:00,,RT @m_typewriter: THE MAN WHO LAUGHS_뮤지컬&lt;웃는남자&gt; https://t.co/7iylCOvmTN,1,0.00067023,0.9993298,0,1,3,0,0,5,5,0,1,https://twitter.com/twitter/status/1595715688878211072
twitter,anais_pkhmkajds,2022-11-24 09:17:29+00:00,,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 와앙!! 탐라에서 종종 보이…
● 내사랑♥️💜
● 샘 혹시 웃는남자 마스킹 테…
● 또 다른 예쁜 굿즈들 공구하…
#질문상자 #익명질문모집중

https://t.co/j4ttlpFjuL",1,0.002075868,0.9979241,0,1,0,2,3,3,0,8,5,https://twitter.com/twitter/status/1595708170722508800
twitter,rn8r78ZruuvRMd2,2022-11-24 07:28:35+00:00,,3.웃는남자…거으ㅔ 2막 내내 오열,1,0.000554967,0.999445,0,1,3,0,0,0,2,7,6,https://twitter.com/twitter/status/1595680765634695169
twitter,dda_gab_yi,2022-11-24 06:55:19+00:00,,RT @909_923: #웃는남자 https://t.co/OF4UPIhNwQ,1,0.028935673,0.9710643,0,1,0,4,2,4,6,3,7,https://twitter.com/twitter/status/1595672395272294402
twitter,beautymom77,2022-11-24 06:35:29+00:00,,"대산동출장만남
스타킹 오일 출장걸 조건계 
공주일탈계 웃는남자 상주시 #명품 https://t.co/9yWlNwPdnr",1,0.00297346,0.9970265,0,1,0,2,3,3,0,5,3,https://twitter.com/twitter/status/1595667403895353344
